PC_NO,PC_NAME,PC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTYABBRE,TOTOVOTPOLL,POSITION,likely_religion,likely_religion_certainty
1,Saharanpur,GEN,JAGDISH SINGH RANA,M,GEN,53,BSP,354807,1,Hindu,52
1,Saharanpur,GEN,RASHEED MASOOD,M,GEN,59,SP,269934,2,Muslim,22
1,Saharanpur,GEN,JASWANT SINGH SAINI,M,GEN,38,BJP,99894,3,Hindu,24
1,Saharanpur,GEN,GAJAY SINGH,M,GEN,50,INC,62593,4,Hindu,16
1,Saharanpur,GEN,HAJI MOHAMMED TAUSEEF,M,GEN,45,PECP,9214,5,Muslim,90
1,Saharanpur,GEN,M.RASHID KHAN,M,GEN,45,IND,8096,6,Muslim,16
1,Saharanpur,GEN,CHATTAR SINGH KASHYAP,M,GEN,54,VAJP,4647,7,Hindu,14
1,Saharanpur,GEN,MASHKOOR,M,GEN,49,IND,4433,8,Muslim,66
1,Saharanpur,GEN,NATHLU RAM,M,SC,57,IND,2069,9,Hindu,5
1,Saharanpur,GEN,TEJVEER,M,GEN,48,IND,1773,10,Unknown,0
1,Saharanpur,GEN,CHINTAMANI,M,GEN,60,IND,912,11,Hindu,66
1,Saharanpur,GEN,MOHD.ASIF,M,GEN,25,IND,826,12,Unknown,0
1,Saharanpur,GEN,YOGESH GAMBHIR,M,GEN,41,BD,700,13,Hindu,32
1,Saharanpur,GEN,CHANDRA PRAKASH ARORA,M,GEN,53,IND,650,14,Hindu,21
1,Saharanpur,GEN,SUSHIL KUMAR,M,SC,34,RSBP,574,15,Hindu,46
2,Kairana,GEN,TABASSUM BEGUM,F,GEN,39,BSP,283259,1,Muslim,9
2,Kairana,GEN,HUKUM SINGH,M,GEN,71,BJP,260796,2,Hindu,16
2,Kairana,GEN,SHAJAN MASOOD,M,GEN,36,SP,124802,3,Muslim,16
2,Kairana,GEN,SURENDRA KUMAR,M,GEN,45,INC,37795,4,Hindu,5
2,Kairana,GEN,LAKHMI,M,GEN,53,IND,5707,5,Unknown,0
2,Kairana,GEN,ADVOCATE BRAHAM PAL GURJAR,M,GEN,38,IND,3635,6,Hindu,46
2,Kairana,GEN,MUKTA SINGH,F,GEN,35,IND,2155,7,Hindu,46
2,Kairana,GEN,KARAN SINGH SAINI,M,GEN,40,JSP,1758,8,Hindu,20
2,Kairana,GEN,KULDEEP,M,GEN,32,IND,1228,9,Hindu,16
2,Kairana,GEN,ABHISHEK,M,GEN,25,IND,1052,10,Hindu,6
2,Kairana,GEN,RAJ BAHADUR,M,SC,26,IJP,814,11,Unknown,0
2,Kairana,GEN,PRIYA KUMAR,M,GEN,37,ABHM,787,12,Hindu,46
2,Kairana,GEN,KUNWAR PAL,M,GEN,50,RDMP,604,13,Hindu,46
2,Kairana,GEN,RAJNISH NOTIAL,M,SC,28,ASP,486,14,Hindu,83
2,Kairana,GEN,SHAFIK,M,GEN,52,UNLP,457,15,Unknown,0
3,Muzaffarnagar,GEN,KADIR RANA,M,GEN,45,BSP,275318,1,Hindu,16
3,Muzaffarnagar,GEN,ANURADHA CHAUDHARY,F,GEN,48,RLD,254720,2,Hindu,46
3,Muzaffarnagar,GEN,THAKUR SANGEET SINGH SOM,M,GEN,29,SP,106667,3,Hindu,26
3,Muzaffarnagar,GEN,HARINDRA SINGH MALIK,M,GEN,54,INC,73848,4,Hindu,27
3,Muzaffarnagar,GEN,ABDUL AZIZ ANSARI,M,GEN,57,PECP,6537,5,Muslim,50
3,Muzaffarnagar,GEN,ASHUTOSH PANDEY,M,GEN,30,LD,3781,6,Hindu,46
3,Muzaffarnagar,GEN,DHEER SINGH,M,GEN,45,CPI,3655,7,Hindu,46
3,Muzaffarnagar,GEN,RANVEER,M,GEN,49,IND,3597,8,Unknown,0
3,Muzaffarnagar,GEN,MUKTA SINGH,F,GEN,25,IND,3037,9,Hindu,46
3,Muzaffarnagar,GEN,VEERPAL,M,GEN,32,IND,2242,10,Unknown,0
3,Muzaffarnagar,GEN,SALEK CHAUDHARY,M,GEN,37,IND,1883,11,Hindu,16
3,Muzaffarnagar,GEN,REETA URF REETA KASHYAP,F,GEN,31,IND,1640,12,Christian,2
3,Muzaffarnagar,GEN,VIJAY,M,SC,36,IND,1296,13,Hindu,66
3,Muzaffarnagar,GEN,INDERPAL,M,GEN,67,IND,1119,14,Unknown,0
3,Muzaffarnagar,GEN,NARENDRA KUMAR,M,GEN,44,IND,795,15,Hindu,46
3,Muzaffarnagar,GEN,NAWAB ALI,M,GEN,38,NLHP,723,16,Muslim,16
3,Muzaffarnagar,GEN,SATISH KUMAR,M,GEN,32,JSP,710,17,Hindu,46
3,Muzaffarnagar,GEN,BHAGWAT SINGH,M,SC,66,IND,694,18,Hindu,16
3,Muzaffarnagar,GEN,PARMOD PAL,M,GEN,41,IND,678,19,Hindu,16
3,Muzaffarnagar,GEN,SALAMUDEEN URF SALMU MALIK,M,GEN,45,NELU,635,20,Muslim,16
3,Muzaffarnagar,GEN,SATYAVEER,M,GEN,45,IND,600,21,Unknown,0
3,Muzaffarnagar,GEN,RAJENDRA SINGH,M,GEN,60,IND,449,22,Hindu,4
3,Muzaffarnagar,GEN,MANISH BHAI URF NITU,M,GEN,35,ABHM,377,23,Hindu,62
4,Bijnor,GEN,SANJAY SINGH CHAUHAN,M,GEN,45,RLD,244587,1,Hindu,52
4,Bijnor,GEN,SHAHID SIDDIQUI,M,GEN,58,BSP,216157,2,Muslim,7
4,Bijnor,GEN,SAIDUZZAMAN,M,GEN,67,INC,85158,3,Unknown,0
4,Bijnor,GEN,KARTAR SINGH BHADANA,M,GEN,59,NCP,74881,4,Hindu,24
4,Bijnor,GEN,DR. YASHVIR SINGH,M,GEN,62,SP,51079,5,Hindu,16
4,Bijnor,GEN,SURESH CHAND,M,GEN,44,RMSP,5037,6,Hindu,46
4,Bijnor,GEN,DIGVIJAY SINGH,M,GEN,30,IND,3771,7,Hindu,46
4,Bijnor,GEN,SAGIR AHMAD,M,GEN,51,NLHP,3328,8,Hindu,2
4,Bijnor,GEN,SABDUL,M,GEN,37,IND,3002,9,Unknown,0
4,Bijnor,GEN,MONU KUMAR RAVI,M,SC,25,IND,2906,10,Hindu,13
4,Bijnor,GEN,MOHD. AFSHAR,M,GEN,33,ASP,2326,11,Muslim,66
4,Bijnor,GEN,CHAND KUMAR,M,GEN,48,IND,2310,12,Hindu,16
4,Bijnor,GEN,IRFAN ALI,M,GEN,45,IND,2123,13,Muslim,46
4,Bijnor,GEN,DAVENDER SINGH,M,GEN,72,IND,1827,14,Hindu,16
4,Bijnor,GEN,ABDUL SAMAD,M,GEN,37,IND,1456,15,Muslim,19
4,Bijnor,GEN,PRABHAT KUMAR,M,GEN,32,IND,1364,16,Hindu,46
4,Bijnor,GEN,RAJ RISHI,M,GEN,46,IND,1184,17,Hindu,32
4,Bijnor,GEN,SURENDRA SINGH,M,SC,49,IJP,1011,18,Hindu,5
4,Bijnor,GEN,SALESH KUMAR ALIAS SADHAWI SARLESH GIRI,F,GEN,41,MKUP,954,19,Hindu,46
4,Bijnor,GEN,RAM GIRI,M,GEN,62,IND,869,20,Hindu,8
4,Bijnor,GEN,ABDUL BASIT,M,GEN,64,KKJHS,807,21,Muslim,83
4,Bijnor,GEN,PARAS RAM,M,GEN,46,VAJP,776,22,Hindu,14
4,Bijnor,GEN,SHIVA CHARAN,M,SC,71,IND,677,23,Hindu,9
5,Nagina,SC,YASHVIR SINGH,M,SC,36,SP,234815,1,Hindu,16
5,Nagina,SC,RAM KISHAN SINGH,M,SC,65,BSP,175127,2,Hindu,20
5,Nagina,SC,MUNSIRAM,M,SC,59,RLD,163062,3,Unknown,0
5,Nagina,SC,ISAM SINGH,M,SC,51,INC,31779,4,Unknown,0
5,Nagina,SC,RAM CHANDER,M,SC,44,IND,11012,5,Hindu,29
5,Nagina,SC,YADRAM,M,SC,44,IND,5963,6,Unknown,0
5,Nagina,SC,RANJEET,M,SC,40,NBNP,4997,7,Hindu,66
5,Nagina,SC,UDIT RAJ,M,SC,51,IJP,3656,8,Hindu,5
5,Nagina,SC,BHISHAM PRASAD,M,SC,52,IND,2853,9,Hindu,46
5,Nagina,SC,VIJAY PRAKASH,M,SC,70,PECP,2560,10,Hindu,13
5,Nagina,SC,TEJ SINGH,M,SC,53,ASP,2446,11,Hindu,9
5,Nagina,SC,BABLI ALIAS GULSAN JAHAN,F,SC,34,NELU,2275,12,Unknown,0
5,Nagina,SC,NOBAHAR SINGH,M,SC,49,IND,1520,13,Hindu,16
5,Nagina,SC,ASARPAT,M,SC,41,IND,1403,14,Unknown,0
6,Moradabad,GEN,MOHAMMED AZHARUDDIN,M,GEN,46,INC,301283,1,Muslim,90
6,Moradabad,GEN,KUNWAR SARVESH KUMAR ALIAS RAKESH,M,GEN,57,BJP,252176,2,Hindu,40
6,Moradabad,GEN,RAJIV CHANNA,M,GEN,46,BSP,147594,3,Hindu,83
6,Moradabad,GEN,MOHAMMAD RIZWAN,M,GEN,58,SP,27982,4,Muslim,62
6,Moradabad,GEN,HARIOM BALMIKI,M,SC,35,IND,5675,5,Hindu,83
6,Moradabad,GEN,SAGIR HUSAIN,M,GEN,36,IND,5121,6,Muslim,16
6,Moradabad,GEN,FARID JABBAR,M,GEN,46,IND,2759,7,Muslim,11
6,Moradabad,GEN,RISHI PAL,M,GEN,41,ABHM,2635,8,Hindu,46
6,Moradabad,GEN,SHAKEEL AHMED,M,GEN,47,NLHP,2447,9,Muslim,26
6,Moradabad,GEN,MUHAMMED ZAFAR IQBAL,M,GEN,59,IND,2301,10,Muslim,16
6,Moradabad,GEN,RINKI SAINI,F,GEN,26,IND,2185,11,Unknown,0
6,Moradabad,GEN,MOHAMMAD YUNUS,M,GEN,30,IND,2052,12,Muslim,62
6,Moradabad,GEN,SANJAY KUMAR URF SANJAY KUMAR GOSWAMI,M,GEN,32,IND,1929,13,Hindu,53
6,Moradabad,GEN,HAR SWAROOP SHARMA,M,GEN,56,RSMD,1536,14,Hindu,50
6,Moradabad,GEN,TOTA RAM,M,SC,57,IND,961,15,Hindu,5
6,Moradabad,GEN,PATRAM,M,GEN,46,IND,899,16,Unknown,0
6,Moradabad,GEN,JAHID,M,GEN,44,IND,722,17,Unknown,0
6,Moradabad,GEN,NATHU SINGH,M,GEN,62,IND,687,18,Hindu,16
7,Rampur,GEN,JAYA PRADA NAHATA,F,GEN,45,SP,230724,1,Hindu,11
7,Rampur,GEN,BEGUM NOOR BANO URF MEHTAB ZAMANI BEGUM,F,GEN,70,INC,199793,2,Muslim,11
7,Rampur,GEN,GHAN SHYAM SINGH LODHI,M,GEN,48,BSP,95132,3,Hindu,68
7,Rampur,GEN,MUKHTAR ABBAS NAQVI,M,GEN,51,BJP,61503,4,Muslim,66
7,Rampur,GEN,SHAKKAN KHAN,M,GEN,61,IND,4103,5,Muslim,16
7,Rampur,GEN,BHOLEY KHAN,M,GEN,46,IND,3151,6,Muslim,16
7,Rampur,GEN,DEEPCHAND GUPTA,M,GEN,51,JKD,2787,7,Hindu,16
7,Rampur,GEN,TARIQ MIAN DESHMUKH,M,GEN,41,IND,2355,8,Muslim,2
7,Rampur,GEN,JAGDISH SARAN SAGAR,M,SC,39,IND,1382,9,Hindu,9
7,Rampur,GEN,SIFAAT ALI KHAN,M,GEN,48,IUML,886,10,Muslim,16
7,Rampur,GEN,KAPIL DEV,M,SC,30,IND,835,11,Hindu,39
7,Rampur,GEN,SHRIPAL GUPTA,M,GEN,38,BSP(K),825,12,Hindu,5
7,Rampur,GEN,SANJEEV KUMAR,M,GEN,47,AD,776,13,Hindu,46
7,Rampur,GEN,SAMEENA BI,F,GEN,27,RSBP,738,14,Muslim,7
7,Rampur,GEN,GENDAN LAL,M,GEN,42,IND,676,15,Hindu,16
7,Rampur,GEN,ARIF SIKANDAR URF RAJU MIAN,M,GEN,34,IND,511,16,Muslim,2
8,Sambhal,GEN,DR. SHAFIQUR RAHMAN BARQ,M,GEN,76,BSP,207422,1,Muslim,83
8,Sambhal,GEN,IQBAL MEHMOOD,M,GEN,58,SP,193958,2,Muslim,20
8,Sambhal,GEN,CHANDRA VIJAY,M,GEN,56,INC,129228,3,Hindu,62
8,Sambhal,GEN,CHANDRA PAL SINGH,M,GEN,51,BJP,123166,4,Hindu,50
8,Sambhal,GEN,SUBHANUR RAHMAN,M,GEN,32,IND,11143,5,Muslim,66
8,Sambhal,GEN,HAJI RASHID HUSAIN,M,GEN,50,MUL,4827,6,Muslim,9
8,Sambhal,GEN,VRIHAMADEV,M,SC,36,IND,4297,7,Unknown,0
8,Sambhal,GEN,ASHOK,M,GEN,48,NBNP,3052,8,Hindu,66
8,Sambhal,GEN,DR. PRAVEEN KUMAR,M,GEN,36,IND,2099,9,Hindu,11
8,Sambhal,GEN,MOHAMMAD HASEEB,M,GEN,40,BPC,1426,10,Muslim,62
8,Sambhal,GEN,PUTTAN KHAN,M,GEN,33,NLHP,1306,11,Muslim,16
9,Amroha,GEN,DEVENDRA NAGPAL,M,GEN,38,RLD,283182,1,Hindu,32
9,Amroha,GEN,MEHBOOB ALI,M,GEN,56,SP,191099,2,Muslim,11
9,Amroha,GEN,MAUDOOD MADNI,M,GEN,36,BSP,170396,3,Unknown,0
9,Amroha,GEN,MOHD. NAFIS ABBASI,M,GEN,68,INC,16878,4,Muslim,46
9,Amroha,GEN,HARISH NAGPAL,M,GEN,42,IND,8443,5,Hindu,38
9,Amroha,GEN,NIDHI TYAGI,M,GEN,32,SHS,6836,6,Hindu,10
9,Amroha,GEN,DEVENDER,M,GEN,34,IND,4237,7,Unknown,0
9,Amroha,GEN,SUMAN,F,GEN,25,IVD,3244,8,Unknown,0
9,Amroha,GEN,DEVI SARAN,M,SC,57,IND,3072,9,Hindu,1
9,Amroha,GEN,MANTARI SINGH,M,SC,41,IND,3029,10,Hindu,16
9,Amroha,GEN,KIRSHANPAL,M,GEN,32,IND,3013,11,Unknown,0
9,Amroha,GEN,RADHEKISHAN,M,GEN,36,IND,2311,12,Unknown,0
9,Amroha,GEN,ANIL,M,GEN,26,IND,1994,13,Hindu,23
9,Amroha,GEN,VARUN,M,GEN,29,IND,1828,14,Hindu,16
9,Amroha,GEN,SHARAFAT ALI,M,GEN,57,RSP,1757,15,Muslim,16
9,Amroha,GEN,IMRAN,M,GEN,32,IND,1394,16,Muslim,66
9,Amroha,GEN,ANJULA NAGPAL,F,GEN,40,IND,1074,17,Hindu,66
9,Amroha,GEN,TARA CHANDR,M,SC,36,IND,1015,18,Unknown,0
9,Amroha,GEN,RIFAQAT,M,GEN,40,NELU,845,19,Unknown,0
9,Amroha,GEN,SATISH,M,GEN,28,ABHM,718,20,Hindu,66
10,Meerut,GEN,RAJENDRA AGARWAL,M,GEN,57,BJP,232137,1,Hindu,4
10,Meerut,GEN,MALOOK NAGAR,M,GEN,43,BSP,184991,2,Hindu,16
10,Meerut,GEN,SHAHID MANZOOR,M,GEN,54,SP,183527,3,Muslim,35
10,Meerut,GEN,RAJENDRA SHARMA,M,GEN,61,INC,61003,4,Hindu,4
10,Meerut,GEN,MOHD. SHAHID AKHLAKH,M,GEN,40,IND,34078,5,Muslim,7
10,Meerut,GEN,DARA SINGH PRAJAPATI,M,GEN,39,IND,5968,6,Hindu,11
10,Meerut,GEN,MUGHIS AHMAD GILANI,M,GEN,53,CPI,3755,7,Muslim,83
10,Meerut,GEN,KRISHNA KUMAR GARG,M,GEN,59,IND,2704,8,Hindu,50
10,Meerut,GEN,ARUN KUMAR JAIN,M,GEN,57,NCP,2505,9,Hindu,43
10,Meerut,GEN,JANESHWAR PRASAD SHARMA,M,GEN,60,RVNP,1887,10,Hindu,46
10,Meerut,GEN,KHALID KHURSHID,M,GEN,28,IND,1450,11,Muslim,17
10,Meerut,GEN,AJAY AGRAWAL,M,GEN,44,SJP(R),1333,12,Hindu,46
10,Meerut,GEN,ANIL KUMAR SUBHASH,M,GEN,48,IND,1227,13,Hindu,46
10,Meerut,GEN,RAJKUMAR TYAGI,M,GEN,38,ABHM,1206,14,Hindu,7
10,Meerut,GEN,BHARAT BHUSAN AGRAWAL,M,GEN,44,IND,1116,15,Hindu,5
10,Meerut,GEN,SHREEPAL SINGH,M,SC,35,IND,1044,16,Hindu,16
10,Meerut,GEN,ZARAR AHMAD,M,GEN,43,IND,963,17,Hindu,2
10,Meerut,GEN,RAJENDRA SINGH YADAV,M,GEN,50,IND,958,18,Hindu,18
10,Meerut,GEN,DR. SURENDER KUMAR KHATRI,M,GEN,61,IND,949,19,Hindu,4
10,Meerut,GEN,KRISHNAPAL,M,GEN,28,IND,769,20,Unknown,0
10,Meerut,GEN,RAJESH KUMAR,M,SC,42,IJP,765,21,Hindu,46
10,Meerut,GEN,DR. HARI SINGH AZAD PRAJAPATI,M,GEN,65,ABLTP,578,22,Hindu,13
10,Meerut,GEN,LOHRI,M,SC,50,IND,494,23,Unknown,0
10,Meerut,GEN,SUDHIR NANDAN SARAN KOTHIWAL,M,GEN,62,IND,466,24,Hindu,32
10,Meerut,GEN,TEJVEER SINGH,M,GEN,67,RWS,444,25,Hindu,16
10,Meerut,GEN,SMT. SANTOSH AHLUWALIA,F,GEN,40,RDMP,399,26,Hindu,33
10,Meerut,GEN,CAPT. ATUL TYAGI,M,GEN,49,IND,369,27,Hindu,83
10,Meerut,GEN,SANJEEV,M,GEN,27,IND,364,28,Hindu,66
10,Meerut,GEN,SUNIL KUMAR RANA,M,SC,30,IND,262,29,Hindu,22
11,Baghpat,GEN,AJIT SINGH,M,GEN,70,RLD,238638,1,Hindu,21
11,Baghpat,GEN,MUKESH SHARMA,M,GEN,28,BSP,175611,2,Hindu,46
11,Baghpat,GEN,SOMPAL,M,GEN,71,INC,136964,3,Unknown,0
11,Baghpat,GEN,SAHAB SINGH,M,GEN,50,SP,45644,4,Muslim,33
11,Baghpat,GEN,VEDPAL,M,GEN,39,IND,5838,5,Unknown,0
11,Baghpat,GEN,GULZAR,M,GEN,44,ASP,2288,6,Unknown,0
11,Baghpat,GEN,ABDUL RASHID,M,GEN,26,IND,1754,7,Muslim,17
11,Baghpat,GEN,RAVINDRA KUMAR,M,GEN,28,IND,1359,8,Hindu,5
11,Baghpat,GEN,PRAVEEN KUMAR,M,GEN,44,IND,1071,9,Hindu,11
11,Baghpat,GEN,BRIJ BHUSHAN,M,GEN,32,IND,1041,10,Hindu,62
11,Baghpat,GEN,OMPAL,M,GEN,25,IND,823,11,Unknown,0
11,Baghpat,GEN,DEVENDRA KUMAR,M,GEN,46,BKLJP,790,12,Hindu,5
11,Baghpat,GEN,TEJPAL SINGH,M,GEN,61,IND,713,13,Jain,33
11,Baghpat,GEN,JAIPARKASH,M,GEN,73,IND,423,14,Unknown,0
11,Baghpat,GEN,SHALINI,F,GEN,27,JM,404,15,Hindu,66
11,Baghpat,GEN,FIRDOUS A /S FIRDOUS RANA,F,GEN,27,MKUP,387,16,Parsi,10
12,Ghaziabad,GEN,RAJNATH SINGH,M,GEN,57,BJP,359637,1,Hindu,46
12,Ghaziabad,GEN,SURENDRA PRAKASH GOEL,M,GEN,58,INC,268956,2,Hindu,14
12,Ghaziabad,GEN,PT. AMAR PAL SHARMA,M,GEN,37,BSP,180285,3,Hindu,14
12,Ghaziabad,GEN,SAMAR SINGH,M,GEN,63,IND,4168,4,Hindu,9
12,Ghaziabad,GEN,IQBAL,M,GEN,50,NLHP,3818,5,Muslim,16
12,Ghaziabad,GEN,SATISH,M,SC,57,IND,2793,6,Hindu,66
12,Ghaziabad,GEN,AZIJ KHAN,M,GEN,43,IJP,2286,7,Muslim,16
12,Ghaziabad,GEN,VINOD,M,GEN,47,IND,1843,8,Hindu,66
12,Ghaziabad,GEN,K.Z. BUKHARI,M,GEN,63,NELU,1279,9,Unknown,0
12,Ghaziabad,GEN,ANWAR AHMED,M,GEN,61,NBNP,910,10,Unknown,0
12,Ghaziabad,GEN,SANJAY SHARMA,M,GEN,30,ABHM,784,11,Hindu,46
12,Ghaziabad,GEN,LAL SINGH,M,SC,45,IND,731,12,Hindu,9
12,Ghaziabad,GEN,YATAN SHARMA,M,GEN,43,IND,648,13,Hindu,16
12,Ghaziabad,GEN,TRILOK SINGH RAWAT,M,GEN,33,IND,576,14,Hindu,52
12,Ghaziabad,GEN,DAYA (HIJRA),M,SC,51,IND,568,15,Unknown,0
12,Ghaziabad,GEN,HARI SHANKAR SHARMA,M,GEN,63,BPD,541,16,Hindu,17
13,Gautam buddh Nagar,GEN,SURENDRA SINGH NAGAR,M,GEN,44,BSP,245613,1,Hindu,22
13,Gautam buddh Nagar,GEN,MAHESH KUMAR SHARMA,M,GEN,48,BJP,229709,2,Hindu,50
13,Gautam buddh Nagar,GEN,NARENDRA SINGH BHATI,M,GEN,50,SP,118584,3,Hindu,52
13,Gautam buddh Nagar,GEN,RAMESH CHANDRA TOMAR,M,GEN,59,INC,116230,4,Hindu,22
13,Gautam buddh Nagar,GEN,DR JAMAL AHMAD KHAN,M,GEN,62,NLHP,4753,5,Muslim,50
13,Gautam buddh Nagar,GEN,K.K SHARMA,M,GEN,50,NCP,2912,6,Hindu,16
13,Gautam buddh Nagar,GEN,KAMLESH CHOUDHRY,F,GEN,44,IND,2699,7,Hindu,83
13,Gautam buddh Nagar,GEN,MAHESH,M,GEN,40,IND,1886,8,Hindu,66
13,Gautam buddh Nagar,GEN,ARVIND,M,GEN,35,ANC,1672,9,Hindu,66
13,Gautam buddh Nagar,GEN,KINNAR GUDDI SHARMA,F,GEN,46,IND,1655,10,Hindu,16
13,Gautam buddh Nagar,GEN,SONIA SHARMA,F,GEN,33,IND,1455,11,Hindu,46
13,Gautam buddh Nagar,GEN,ANIL KUMAR,M,SC,32,IND,1358,12,Hindu,22
13,Gautam buddh Nagar,GEN,POONAM,F,GEN,31,BSP(K),1245,13,Hindu,66
13,Gautam buddh Nagar,GEN,SHER SINGH,M,GEN,41,AP,1177,14,Hindu,4
13,Gautam buddh Nagar,GEN,JAGAT SINGH,M,GEN,43,IND,1105,15,Hindu,46
13,Gautam buddh Nagar,GEN,RAHIS,M,GEN,50,NELU,959,16,Unknown,0
13,Gautam buddh Nagar,GEN,MANOJ,M,GEN,34,IND,909,17,Hindu,66
13,Gautam buddh Nagar,GEN,DHARAMVIR,M,GEN,64,IND,743,18,Unknown,0
13,Gautam buddh Nagar,GEN,LUBNA ASIF,F,GEN,25,AIMF,661,19,Muslim,62
13,Gautam buddh Nagar,GEN,PREM SINGH,M,SC,44,RPI,569,20,Hindu,5
13,Gautam buddh Nagar,GEN,GHANSHYAM SHARMA,M,GEN,34,RWS,551,21,Hindu,46
13,Gautam buddh Nagar,GEN,SUKHVIR,M,SC,46,IND,550,22,Unknown,0
13,Gautam buddh Nagar,GEN,SHAILESH KUMAR SRIVASTVA,M,GEN,43,IND,546,23,Hindu,66
13,Gautam buddh Nagar,GEN,RAJENDRA PAL SINGH,M,GEN,58,IND,539,24,Hindu,17
13,Gautam buddh Nagar,GEN,CHHOTE LAL,M,GEN,48,RYS,482,25,Hindu,16
13,Gautam buddh Nagar,GEN,RESHAM SWARUP,F,SC,43,IND,422,26,Hindu,62
14,Bulandshahr,SC,KAMLESH,M,SC,43,SP,236257,1,Hindu,66
14,Bulandshahr,SC,ASHOK KUMAR PRADHAN,M,SC,53,BJP,170192,2,Hindu,50
14,Bulandshahr,SC,RAJ KUMAR GAUTAM,M,SC,36,BSP,142186,3,Hindu,23
14,Bulandshahr,SC,DEVI DAYAL,M,SC,66,INC,100065,4,Hindu,21
14,Bulandshahr,SC,SOHAN PAL,M,SC,45,NLHP,4181,5,Hindu,46
14,Bulandshahr,SC,PRAVEEN,M,SC,32,IND,4162,6,Hindu,9
14,Bulandshahr,SC,KAMLESH,F,SC,39,IND,3068,7,Hindu,66
14,Bulandshahr,SC,SURAJMUKHI GAUTAM,F,SC,38,UNLP,2201,8,Hindu,27
14,Bulandshahr,SC,KARAN SINGH BHOOCHAL,M,SC,56,RMEP,1447,9,Hindu,20
14,Bulandshahr,SC,KANTI,F,SC,54,ABRS,798,10,Hindu,10
14,Bulandshahr,SC,RAGHURAJ SINGH,M,SC,45,RTKP,796,11,Hindu,16
14,Bulandshahr,SC,SUSHILA SINGH,F,SC,60,RDMP,744,12,Hindu,46
14,Bulandshahr,SC,JAY BHAGWAN,M,SC,35,NBNP,649,13,Unknown,0
14,Bulandshahr,SC,BALRAM,M,SC,43,ABHM,614,14,Hindu,66
14,Bulandshahr,SC,SUDHA SINGH,F,SC,37,RPI,581,15,Hindu,16
14,Bulandshahr,SC,RAJO,F,SC,31,NELU,506,16,Hindu,66
15,Aligarh,GEN,RAJ KUMARI CHAUHAN,F,GEN,46,BSP,193444,1,Hindu,3
15,Aligarh,GEN,ZAFAR ALAM,M,GEN,66,SP,176887,2,Muslim,16
15,Aligarh,GEN,BIJENDRA SINGH,M,GEN,52,INC,165776,3,Hindu,16
15,Aligarh,GEN,SHEELA GAUTAM,F,GEN,77,BJP,126988,4,Hindu,22
15,Aligarh,GEN,TEJVIR SINGH,M,GEN,62,IND,5033,5,Hindu,16
15,Aligarh,GEN,KAILASH,M,GEN,30,IND,3486,6,Hindu,66
15,Aligarh,GEN,PRABHAT KUMAR,M,GEN,38,IND,3111,7,Hindu,46
15,Aligarh,GEN,SANJAY,M,GEN,33,LD,2050,8,Hindu,66
15,Aligarh,GEN,HARENDRA SINGH BURMAN,M,GEN,35,LPSP,1878,9,Hindu,24
15,Aligarh,GEN,BHAGVAN SAHAY,M,SC,63,IND,1777,10,Hindu,25
15,Aligarh,GEN,MUKESH,M,GEN,29,NLHP,1756,11,Hindu,66
15,Aligarh,GEN,NATTHILAL,M,GEN,54,IND,1685,12,Unknown,0
15,Aligarh,GEN,PREM PAL SINGH,M,GEN,27,IND,1537,13,Hindu,21
15,Aligarh,GEN,SHER MOHAMMAD,M,GEN,47,IND,1185,14,Muslim,9
15,Aligarh,GEN,AKHTAR,M,GEN,46,MUL,1042,15,Muslim,16
