PC_NO,PC_NAME,PC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTYABBRE,TOTOVOTPOLL,POSITION,likely_religion,likely_religion_certainty
51,Phulpur,GEN,KAPIL MUNI KARWARIYA,M,GEN,42,BSP,167542,1,Hindu,8
51,Phulpur,GEN,SHYAMA CHARAN GUPTA,M,GEN,63,SP,152964,2,Hindu,14
51,Phulpur,GEN,DR. SONE LAL PATEL,M,GEN,59,IND,76699,3,Hindu,9
51,Phulpur,GEN,DHARMARAJ SINGH PATEL,M,GEN,50,INC,67623,4,Hindu,49
51,Phulpur,GEN,KARAN SINGH PATEL,M,GEN,50,BJP,44828,5,Hindu,19
51,Phulpur,GEN,DR. MILAN MUKHERJEE,M,GEN,67,IND,8357,6,Hindu,46
51,Phulpur,GEN,MUNISHWAR SINGH MAURYA,M,GEN,65,IND,6111,7,Hindu,49
51,Phulpur,GEN,RADHIKA PAL,F,GEN,34,IND,4977,8,Hindu,46
51,Phulpur,GEN,BHARAT LAL,M,SC,52,IND,4156,9,Hindu,5
51,Phulpur,GEN,CHANDRAJEET,M,GEN,28,LD,2328,10,Unknown,0
51,Phulpur,GEN,RADHESHYAM SINGH YADAV,M,GEN,72,IND,1751,11,Hindu,52
51,Phulpur,GEN,DR. NEERAJ,M,GEN,43,IND,1563,12,Hindu,66
51,Phulpur,GEN,SAMAR BAHADUR SHARMA,M,GEN,40,IND,1544,13,Muslim,6
51,Phulpur,GEN,PRADEEP KUMAR SRIVASTAVA,M,GEN,49,AD,1438,14,Hindu,33
51,Phulpur,GEN,RAMSHANKAR,M,GEN,47,IND,1332,15,Unknown,0
51,Phulpur,GEN,RAM JANM YADAV,M,GEN,31,IND,1216,16,Hindu,8
51,Phulpur,GEN,VIJAY KUMAR,M,SC,56,GMS,1156,17,Hindu,46
51,Phulpur,GEN,LALLAN SINGH,M,GEN,35,RSBP,1139,18,Hindu,16
51,Phulpur,GEN,DEVENDRA PRATAP SINGH,M,GEN,38,RDMP,1113,19,Hindu,17
51,Phulpur,GEN,KRISHNA KUMAR,M,GEN,33,IND,1003,20,Hindu,46
51,Phulpur,GEN,SANJEEV KUMAR MISHRA,M,GEN,30,YVP,929,21,Hindu,50
51,Phulpur,GEN,SATISH YADAV,M,GEN,34,IJP,838,22,Hindu,46
51,Phulpur,GEN,VIRENDRA PAL SINGH,M,GEN,66,IND,687,23,Hindu,50
51,Phulpur,GEN,SHAILENDRA KUMAR PRAJAPATI,M,GEN,40,IND,623,24,Hindu,50
52,Allahabad,GEN,KUNWAR REWATI RAMAN SINGH ALIAS MANI JI,M,GEN,65,SP,209431,1,Hindu,28
52,Allahabad,GEN,ASHOK KUMAR BAJPAI,M,GEN,58,BSP,174511,2,Hindu,50
52,Allahabad,GEN,YOGESH SHUKLA,M,GEN,39,BJP,60997,3,Hindu,5
52,Allahabad,GEN,SHYAM KRISHNA PANDEY,M,GEN,65,INC,37028,4,Hindu,50
52,Allahabad,GEN,BIHARI LAL SHARMA,M,GEN,54,AD,22086,5,Hindu,9
52,Allahabad,GEN,HIRA LAL,M,SC,54,IND,7537,6,Hindu,6
52,Allahabad,GEN,ABHAY SRIVASTAVA,M,GEN,31,IND,5976,7,Hindu,46
52,Allahabad,GEN,KM. KUSUM KUMARI AD,F,SC,45,IND,4236,8,Hindu,22
52,Allahabad,GEN,AKBAL MOHAMMD,M,GEN,34,IND,2358,9,Unknown,0
52,Allahabad,GEN,NARENDRA KUMAR TEWARI,M,GEN,47,IND,2340,10,Hindu,66
52,Allahabad,GEN,OM PRAKASH,M,GEN,41,RMSP,2253,11,Unknown,0
52,Allahabad,GEN,SARFUDDIN,M,GEN,32,NELU,2062,12,Unknown,0
52,Allahabad,GEN,AJUG NARAIN,M,GEN,33,IND,1493,13,Sikh,66
52,Allahabad,GEN,DR. MOHD. SALMAN RASHIDI,M,GEN,57,IND,1455,14,Muslim,30
52,Allahabad,GEN,RAM PARIKHAN SINGH,M,GEN,59,JPS,1366,15,Hindu,8
52,Allahabad,GEN,VIJAY SHANKAR,M,SC,45,BSA,1353,16,Hindu,62
52,Allahabad,GEN,BAIJAL KUMAR,M,SC,48,BSP(K),1221,17,Hindu,16
52,Allahabad,GEN,SADHNA AGARWAL,F,GEN,47,IND,1190,18,Hindu,22
52,Allahabad,GEN,GULAB GRAMEEN,M,GEN,47,LD,1130,19,Unknown,0
52,Allahabad,GEN,GOPAL SWROOP JOSHI,M,GEN,62,IND,1099,20,Hindu,46
52,Allahabad,GEN,RAM LAL,M,SC,46,IND,1088,21,Hindu,8
52,Allahabad,GEN,RAJESH PASI,M,SC,32,RSBP,1021,22,Hindu,83
52,Allahabad,GEN,KM. SHASHI PANDEY,F,GEN,45,IND,998,23,Hindu,46
52,Allahabad,GEN,RAMA KANT,M,SC,47,IJP,991,24,Hindu,6
52,Allahabad,GEN,RAJ BALI,M,SC,51,IND,977,25,Hindu,5
52,Allahabad,GEN,BAJRANG DUTT,M,GEN,36,IND,867,26,Hindu,46
52,Allahabad,GEN,RAM GOVIND,M,SC,46,IND,856,27,Hindu,29
52,Allahabad,GEN,RAM JEET,M,SC,38,IND,750,28,Unknown,0
52,Allahabad,GEN,RAKESH KUMAR,M,GEN,47,IND,611,29,Hindu,46
52,Allahabad,GEN,MUNNU PRASAD,M,GEN,44,IND,515,30,Hindu,16
52,Allahabad,GEN,RAVI PRAKASH,M,GEN,41,IND,401,31,Hindu,9
53,Barabanki,SC,P.L.PUNIA,M,SC,64,INC,328418,1,Unknown,0
53,Barabanki,SC,RAM SAGAR,M,SC,62,SP,160505,2,Hindu,8
53,Barabanki,SC,KAMALA PRASAD RAWAT,M,SC,47,BSP,159837,3,Hindu,50
53,Barabanki,SC,RAM NARESH RAWAT,M,SC,44,BJP,47660,4,Hindu,20
53,Barabanki,SC,LAJJAWATI KANCHAN,F,SC,43,IND,12950,5,Hindu,62
53,Barabanki,SC,MAHANT VISHRAM DAS,M,SC,67,IND,10667,6,Hindu,55
53,Barabanki,SC,GAYA PRASAD,M,SC,50,IND,5792,7,Hindu,16
53,Barabanki,SC,JEEVAN,M,SC,26,JPS,4036,8,Hindu,9
53,Barabanki,SC,PREM CHANDRA ARYA,M,SC,33,IND,2650,9,Hindu,21
53,Barabanki,SC,DEPENDRA KUMAR RAWAT,M,SC,25,IND,2353,10,Hindu,46
53,Barabanki,SC,RAM AUTAR,M,SC,39,IND,2320,11,Hindu,6
53,Barabanki,SC,SANTRAM,M,SC,40,NBNP,1812,12,Unknown,0
53,Barabanki,SC,DESHRAJ,M,SC,49,BSRD,1595,13,Unknown,0
53,Barabanki,SC,BHAGAUTI,M,SC,54,AD,1422,14,Unknown,0
53,Barabanki,SC,BABADEEN,M,SC,49,BRPP,1411,15,Unknown,0
54,Faizabad,GEN,NIRMAL KHATRI,M,GEN,58,INC,211543,1,Hindu,4
54,Faizabad,GEN,MITRASEN,M,GEN,76,SP,157315,2,Unknown,0
54,Faizabad,GEN,LALLU SINGH,M,GEN,54,BJP,151558,3,Hindu,16
,Unknown,0
54,Faizabad,GEN,NUSRAT QUDDUSI ALIAS BABLOO,M,GEN,41,PECP,24893,5,Muslim,83
54,Faizabad,GEN,ATAURR RAHMAN ANSARI,M,GEN,52,IND,13648,6,Muslim,46
54,Faizabad,GEN,GULAM SABIR,M,GEN,42,NBNP,7522,7,Muslim,66
54,Faizabad,GEN,AMARNATH VERMA,M,GEN,36,IND,5644,8,Hindu,46
54,Faizabad,GEN,SUSHIL KUMAR,M,GEN,45,BLKD,5197,9,Hindu,46
54,Faizabad,GEN,RAMESH KUMAR RAWAT,M,SC,42,MADP,4149,10,Hindu,21
54,Faizabad,GEN,GIRISH CHANDRA VERMA,M,GEN,32,AD,3837,11,Hindu,50
54,Faizabad,GEN,SIYARAM KORI,M,SC,50,IND,3478,12,Unknown,0
54,Faizabad,GEN,DINA NATH PANDEY,M,GEN,35,IND,3402,13,Christian,2
54,Faizabad,GEN,SAIYYAD MUSHEER AHMED,M,GEN,55,AP,3209,14,Muslim,3
54,Faizabad,GEN,AJAY KUMAR,M,GEN,25,KKJHS,3049,15,Hindu,46
54,Faizabad,GEN,MANISH KUMAR PANDEY,M,GEN,35,ABHM,2995,16,Hindu,50
54,Faizabad,GEN,NASREEN BANO,F,GEN,38,IND,2646,17,Muslim,83
54,Faizabad,GEN,BALAK RAM ALIAS SHIV BALAK PASI,M,SC,34,IND,2206,18,Hindu,17
54,Faizabad,GEN,CHANDRASHEKHAR SINGH,M,GEN,36,BPD,2077,19,Hindu,46
54,Faizabad,GEN,ATUL KUMAR PANDEY,M,GEN,39,THPI,1553,20,Hindu,50
54,Faizabad,GEN,AMAR NATH JAISWAL,M,GEN,44,RTKP,1295,21,Hindu,4
54,Faizabad,GEN,SWAMI NATH,M,GEN,29,IND,1214,22,Hindu,83
54,Faizabad,GEN,RAM DHIRAJ,M,SC,46,IND,1029,23,Hindu,29
55,Ambedkar Nagar,GEN,RAKESH PANDEY,M,GEN,55,BSP,259487,1,Hindu,46
55,Ambedkar Nagar,GEN,SHANKHLAL MAJHI,M,GEN,54,SP,236751,2,Hindu,16
55,Ambedkar Nagar,GEN,VINAY KATIYAR,M,GEN,49,BJP,226067,3,Unknown,0
55,Ambedkar Nagar,GEN,DINESH KUMAR RAJBHAR,M,GEN,33,SBSP,22075,4,Hindu,66
55,Ambedkar Nagar,GEN,DEO PRASAD MISHRA,M,GEN,42,IND,10061,5,Hindu,46
55,Ambedkar Nagar,GEN,NABAB ALI,M,GEN,55,IND,8242,6,Muslim,16
55,Ambedkar Nagar,GEN,CHANDRA BHUSHAN,M,GEN,61,IND,5217,7,Hindu,62
55,Ambedkar Nagar,GEN,IFTEKHAR AHMAD,M,GEN,37,IND,5195,8,Hindu,2
55,Ambedkar Nagar,GEN,LALMAN,M,GEN,34,JPS,4898,9,Unknown,0
55,Ambedkar Nagar,GEN,GAYADEEN,M,SC,43,IND,3928,10,Unknown,0
55,Ambedkar Nagar,GEN,PARASHU RAM,M,GEN,49,IND,3462,11,Hindu,5
55,Ambedkar Nagar,GEN,PATANJALI JAITALI,M,GEN,58,IND,2953,12,Hindu,83
55,Ambedkar Nagar,GEN,BAL MUKUND DHURIYA,M,GEN,31,CPI(ML)(L),2909,13,Hindu,83
55,Ambedkar Nagar,GEN,KAILASH KUMAR SHUKLA,M,GEN,60,IND,2896,14,Hindu,50
55,Ambedkar Nagar,GEN,BASANT LAL,M,GEN,53,PECP,2844,15,Hindu,16
55,Ambedkar Nagar,GEN,SRIRAM AMBESH,M,SC,61,IND,2782,16,Hindu,83
55,Ambedkar Nagar,GEN,SANTOSH KUMAR,M,GEN,50,ABHM,2643,17,Hindu,46
55,Ambedkar Nagar,GEN,VIJAY KUMAR MAURYA,M,GEN,38,RASD,1900,18,Hindu,50
55,Ambedkar Nagar,GEN,DR. LAL BAHADUR,M,GEN,42,IND,1730,19,Parsi,8
55,Ambedkar Nagar,GEN,MANSHARAM,M,GEN,40,MADP,1652,20,Unknown,0
55,Ambedkar Nagar,GEN,BHARTHARI,M,SC,44,BRPP,1594,21,Unknown,0
55,Ambedkar Nagar,GEN,RAM SUKH SAHOO,M,GEN,50,IND,1524,22,Hindu,8
56,Bahraich,SC,KAMAL KISHOR,M,SC,57,INC,160005,1,Hindu,28
56,Bahraich,SC,LAL MANI PRASAD,M,SC,55,BSP,121052,2,Hindu,5
56,Bahraich,SC,SHABBEER AHMAD,M,SC,50,SP,120791,3,Hindu,2
56,Bahraich,SC,AKSHAYBAR LAL,M,SC,63,BJP,71492,4,Hindu,16
56,Bahraich,SC,RAM SARAN,M,SC,34,IND,12064,5,Hindu,8
56,Bahraich,SC,GOPAL,M,SC,49,SBSP,5893,6,Hindu,66
56,Bahraich,SC,MANU DEVI,F,SC,31,PECP,5255,7,Hindu,13
56,Bahraich,SC,HARENDRA KUMAR,M,SC,31,JPS,3943,8,Hindu,5
56,Bahraich,SC,MAIKOO LAL,M,SC,63,IND,3353,9,Hindu,16
56,Bahraich,SC,SATYA NARAIN,M,SC,66,RPI(A),2719,10,Sikh,22
56,Bahraich,SC,HEERA LAL,M,SC,59,ANC,2717,11,Hindu,6
56,Bahraich,SC,RAM CHHABEELE SUBHASH,M,SC,44,BSRD,1718,12,Hindu,29
56,Bahraich,SC,TULSI RAM,M,SC,41,RDMP,1699,13,Hindu,14
57,Kaiserganj,GEN,BRIJBHUSHAN SHARAN SINGH,M,GEN,52,SP,196063,1,Hindu,4
57,Kaiserganj,GEN,SURENDRA NATH AWASTHI,M,GEN,53,BSP,123864,2,Hindu,5
57,Kaiserganj,GEN,DR LALTA PRASAD MISHRA ALIAS DR L P MISHRA,M,GEN,59,BJP,120561,3,Hindu,35
57,Kaiserganj,GEN,MOHD ALEEM,M,GEN,46,INC,73140,4,Muslim,62
57,Kaiserganj,GEN,JAGDISH  PRASAD,M,SC,38,IND,7408,5,Hindu,46
57,Kaiserganj,GEN,RAMENDER DEV PATHAK,M,GEN,60,PECP,6272,6,Hindu,46
57,Kaiserganj,GEN,ZAMEER AHMAD,M,GEN,53,ANC,3870,7,Hindu,2
57,Kaiserganj,GEN,VIMAL VERMA,M,GEN,30,IND,3427,8,Hindu,5
57,Kaiserganj,GEN,JITENDRA BAHADUR,M,GEN,57,IND,3119,9,Unknown,0
57,Kaiserganj,GEN,JAGDISH,M,GEN,40,IND,2940,10,Hindu,66
57,Kaiserganj,GEN,PARAMHANS SINGH,M,GEN,33,IND,2742,11,Hindu,16
57,Kaiserganj,GEN,DAYA RAM,M,GEN,41,PDFO,2736,12,Hindu,9
57,Kaiserganj,GEN,RADHEYSHYAM  BOAT,M,GEN,62,IND,2442,13,Unknown,0
57,Kaiserganj,GEN,CHANDRA  BHAN,M,GEN,42,IND,2376,14,Hindu,46
57,Kaiserganj,GEN,RAJ KISHOR SINGH,M,GEN,38,IND,2277,15,Hindu,21
57,Kaiserganj,GEN,HAFEEZ,M,GEN,47,AD,1907,16,Muslim,16
57,Kaiserganj,GEN,MANOJ KUMAR,M,GEN,33,LD,1860,17,Hindu,46
57,Kaiserganj,GEN,RAM PRAKSH,M,SC,39,RPI(A),1736,18,Hindu,6
57,Kaiserganj,GEN,UDAI RAJ,M,SC,52,IND,1651,19,Hindu,5
57,Kaiserganj,GEN,OM PRAKASH,M,GEN,35,IND,1549,20,Unknown,0
57,Kaiserganj,GEN,VINESH KUMAR,M,GEN,32,IND,1370,21,Hindu,46
57,Kaiserganj,GEN,ANOKHI LAL,M,SC,49,IND,1287,22,Hindu,46
57,Kaiserganj,GEN,RAMPHER ALIAS CHUNTI,M,SC,59,IND,1044,23,Unknown,0
58,Shrawasti,GEN,VINAY KUMAR ALIAS VINNU,M,GEN,45,INC,201556,1,Hindu,22
58,Shrawasti,GEN,RIZVAN ZAHEER,M,GEN,46,BSP,159527,2,Muslim,83
58,Shrawasti,GEN,RUBAB SAIDA,F,GEN,58,SP,111247,3,Unknown,0
58,Shrawasti,GEN,SATYA DEO SINGH,M,GEN,63,BJP,47943,4,Hindu,5
58,Shrawasti,GEN,RAJESHWAR MISHRA,M,GEN,28,PECP,44691,5,Hindu,16
58,Shrawasti,GEN,VINOD KUMAR PANDEY,M,GEN,27,IND,14002,6,Hindu,50
58,Shrawasti,GEN,KULDEEP,M,GEN,44,SBSP,9040,7,Hindu,16
58,Shrawasti,GEN,RAM ADHAR,M,SC,62,RPI(A),6354,8,Hindu,6
58,Shrawasti,GEN,RAM SUDHI,M,SC,38,IND,3988,9,Hindu,21
58,Shrawasti,GEN,TEJ BAHADUR,M,GEN,32,IND,3602,10,Unknown,0
58,Shrawasti,GEN,ARUN KUMAR,M,GEN,33,ANC,3436,11,Hindu,46
59,Gonda,GEN,BENI PRASAD VERMA,M,GEN,68,INC,155675,1,Hindu,46
59,Gonda,GEN,KIRTI VARDHAN SINGH  (RAJA BHAIYA),M,GEN,43,BSP,132000,2,Hindu,63
59,Gonda,GEN,RAM PRATAP SINGH,M,GEN,58,BJP,90498,3,Hindu,17
59,Gonda,GEN,VINOD KUMAR SINGH ALIAS PANDIT SINGH,M,GEN,42,SP,88558,4,Hindu,61
59,Gonda,GEN,ASHIQ ALI,M,GEN,46,PECP,73235,5,Hindu,8
59,Gonda,GEN,OM PRAKASH,M,GEN,47,IND,7297,6,Unknown,0
59,Gonda,GEN,DR ACHYUTA NAND DUBEY,M,GEN,64,NCP,6278,7,Hindu,29
59,Gonda,GEN,NARENDRA SINGH,M,GEN,34,IND,5484,8,Hindu,46
59,Gonda,GEN,PREM KUMAR,M,GEN,26,SBSP,5213,9,Hindu,5
59,Gonda,GEN,OM PRAKASH SINGH,M,GEN,54,JPS,4256,10,Hindu,5
59,Gonda,GEN,RAJENDRA PRASAD,M,GEN,55,ANC,4192,11,Hindu,4
59,Gonda,GEN,ANURADHA PATEL,F,GEN,42,IND,3828,12,Hindu,46
59,Gonda,GEN,AKHILENDRA KUMAR PATHAK,M,GEN,34,IND,3383,13,Hindu,46
59,Gonda,GEN,SATYA PRAKASH,M,GEN,39,IND,3027,14,Hindu,9
59,Gonda,GEN,RADHEY SHYAM,M,GEN,59,IND,2775,15,Hindu,62
59,Gonda,GEN,RAM LOCHAN,M,GEN,46,ABHM,2485,16,Hindu,29
59,Gonda,GEN,HARSH VARDHAN PANDEY,M,GEN,33,LD,2436,17,Hindu,17
59,Gonda,GEN,BAIJNATH,M,GEN,30,IND,2330,18,Unknown,0
59,Gonda,GEN,VIDYA SAGAR,M,GEN,36,AD,2161,19,Hindu,4
59,Gonda,GEN,GANGA DHAR SHUKLA,M,GEN,38,IND,2133,20,Hindu,46
59,Gonda,GEN,DEEPAK,M,GEN,31,IND,2005,21,Hindu,6
59,Gonda,GEN,RAJENDRA PRASAD,M,GEN,28,IND,1780,22,Hindu,4
59,Gonda,GEN,RAM KEWAL,M,GEN,41,VAJP,1550,23,Hindu,21
59,Gonda,GEN,RAM LAKHAN,M,SC,54,IND,1515,24,Hindu,29
59,Gonda,GEN,RAM PRASAD,M,GEN,61,IND,1149,25,Hindu,8
60,Domariyaganj,GEN,JAGDAMBIKA PAL,M,GEN,59,INC,229872,1,Hindu,16
60,Domariyaganj,GEN,JAI PRATAP SINGH,M,GEN,55,BJP,153306,2,Hindu,7
60,Domariyaganj,GEN,MOHD. MUQUEEM,M,GEN,59,BSP,151787,3,Unknown,0
60,Domariyaganj,GEN,INAMULLAH CHAUDHARY,M,GEN,66,PECP,79820,4,Hindu,16
60,Domariyaganj,GEN,MATA PRASAD PANDEY,M,GEN,72,SP,60186,5,Hindu,46
60,Domariyaganj,GEN,SIRAJ AHAMAD,M,GEN,26,IND,12769,6,Muslim,83
60,Domariyaganj,GEN,MUKHDEV,M,GEN,41,SBSP,9851,7,Unknown,0
60,Domariyaganj,GEN,PINGAL PRASAD,M,SC,41,RPI,6136,8,Hindu,46
60,Domariyaganj,GEN,RAM KRIPAL,M,GEN,58,IND,5949,9,Hindu,29
60,Domariyaganj,GEN,MOTILAL VIDHYARTHI,M,SC,59,IND,4670,10,Hindu,83
60,Domariyaganj,GEN,RAM SAMUJH,M,GEN,41,BJBCD,4307,11,Hindu,6
60,Domariyaganj,GEN,RAHUL SANGH PRIYA BHARTI,M,SC,36,IJP,4050,12,Hindu,50
60,Domariyaganj,GEN,RAJDEV,M,GEN,35,BEP,3512,13,Sikh,66
60,Domariyaganj,GEN,HARISHANKAR,M,GEN,45,LJP,3508,14,Hindu,66
60,Domariyaganj,GEN,BALKRISHNA,M,GEN,39,BSP(K),3132,15,Unknown,0
60,Domariyaganj,GEN,JITENDRA PRATAP SINGH,M,GEN,46,RDMP,3024,16,Hindu,29
61,Basti,GEN,ARVIND KUMAR CHAUDHARY,M,GEN,43,BSP,268666,1,Hindu,50
61,Basti,GEN,RAJ KISHOR SINGH,M,GEN,38,SP,163456,2,Hindu,21
61,Basti,GEN,DR. Y. D. SINGH,M,GEN,64,BJP,117259,3,Hindu,16
61,Basti,GEN,BASANT CHAUDHARY,M,GEN,43,INC,95235,4,Hindu,16
61,Basti,GEN,DAYASHANKAR PATWA,M,GEN,57,PECP,67987,5,Hindu,83
61,Basti,GEN,VINOD KUMAR RAJBHAR,M,GEN,33,SBSP,12775,6,Hindu,66
61,Basti,GEN,SATISH CHANDRA SHARMA,M,GEN,40,IND,11430,7,Hindu,50
61,Basti,GEN,DALBAG SINGH,M,GEN,50,BSP(K),10718,8,Hindu,16
61,Basti,GEN,SATYADEV OJHA,M,SC,70,IND,6017,9,Hindu,25
61,Basti,GEN,RAM NAYAN PATEL,M,GEN,49,AD,3478,10,Hindu,20
61,Basti,GEN,SHIV POOJAN ARYA,M,GEN,52,IND,3383,11,Hindu,29
61,Basti,GEN,SANJEEV KUMAR NISHAD,M,GEN,27,BUM,3123,12,Hindu,60
61,Basti,GEN,OM PRAKASH,M,GEN,40,VAJP,3091,13,Unknown,0
61,Basti,GEN,RAM LALAN YADAV,M,GEN,36,IND,2925,14,Hindu,20
61,Basti,GEN,SITARAM NISHAD,M,GEN,63,JPS,2313,15,Hindu,62
61,Basti,GEN,SHIVDAS,M,SC,50,SSD,1923,16,Unknown,0
62,Sant kabir Nagar,GEN,BHISMA SHANKAR ALIAS KUSHAL TIWARI,M,GEN,44,BSP,211043,1,Hindu,21
62,Sant kabir Nagar,GEN,SHARAD TRIPATHI,M,GEN,35,BJP,181547,2,Hindu,46
62,Sant kabir Nagar,GEN,BHAL CHANDRA YADAV,M,GEN,42,SP,171045,3,Hindu,46
62,Sant kabir Nagar,GEN,RAJESH SINGH,M,GEN,37,PECP,107779,4,Hindu,46
62,Sant kabir Nagar,GEN,FAZLEY MAHAMOOD,M,GEN,41,INC,33899,5,Unknown,0
62,Sant kabir Nagar,GEN,KAMLA KANT CHAUDHARY,M,GEN,41,CPI,11954,6,Hindu,46
62,Sant kabir Nagar,GEN,JOOGESH YADAV,M,GEN,35,IND,9462,7,Hindu,16
62,Sant kabir Nagar,GEN,RAM AVADH NISHAD,M,GEN,62,SBSP,9273,8,Hindu,29
62,Sant kabir Nagar,GEN,ANJU,F,GEN,28,IND,8163,9,Hindu,66
62,Sant kabir Nagar,GEN,INDRA KUMAR,M,GEN,37,BUM,6150,10,Hindu,9
62,Sant kabir Nagar,GEN,HARISH CHANDRA,M,GEN,32,IND,5887,11,Hindu,19
62,Sant kabir Nagar,GEN,LOTAN ALIAS LAUTAN PRASAD,M,SC,47,SSD,5103,12,Hindu,16
62,Sant kabir Nagar,GEN,JANTRI LAL,M,GEN,37,JPS,4910,13,Hindu,16
62,Sant kabir Nagar,GEN,SHRI BABA RAM CHANDRA,M,GEN,52,IND,4285,14,Hindu,17
62,Sant kabir Nagar,GEN,RAM ACHAL,M,SC,34,MADP,4252,15,Hindu,11
62,Sant kabir Nagar,GEN,VINOD RAI,M,GEN,38,NLHP,3563,16,Hindu,46
62,Sant kabir Nagar,GEN,RAMESH,M,GEN,26,IND,3562,17,Unknown,0
62,Sant kabir Nagar,GEN,SUSHILA JIGYASU,F,SC,29,IND,3489,18,Hindu,83
62,Sant kabir Nagar,GEN,KRISHNA NAND MISHRA,M,GEN,38,AIMF,2929,19,Hindu,29
62,Sant kabir Nagar,GEN,PANCHOO BELDAR,M,SC,48,ASP,2850,20,Unknown,0
62,Sant kabir Nagar,GEN,PHOOLDEO,M,GEN,49,IND,2621,21,Unknown,0
62,Sant kabir Nagar,GEN,VINAY PANDEY,M,GEN,31,IND,2498,22,Hindu,5
62,Sant kabir Nagar,GEN,KHELADI,M,SC,35,BRPP,2393,23,Unknown,0
62,Sant kabir Nagar,GEN,NITYANAND MANI TRIPATHI,M,GEN,35,IND,2264,24,Hindu,15
63,Maharajganj,GEN,HARSH VARDHAN,M,GEN,61,INC,305474,1,Hindu,26
63,Maharajganj,GEN,GANESH SHANKER PANDEY,M,GEN,51,BSP,181846,2,Hindu,46
63,Maharajganj,GEN,PANKAJ CHAUDHARY,M,GEN,38,BJP,173041,3,Hindu,46
63,Maharajganj,GEN,AJEET MANI,M,GEN,41,SP,106602,4,Hindu,3
63,Maharajganj,GEN,PAWAN KUMAR,M,GEN,39,RPI(A),21134,5,Hindu,46
63,Maharajganj,GEN,HANUMAN,M,SC,51,IND,10167,6,Hindu,66
63,Maharajganj,GEN,RAM KISHUN NISHAD,M,GEN,52,SBSP,8517,7,Hindu,29
63,Maharajganj,GEN,ABDWURRUF ANSARI,M,GEN,45,NLHP,7425,8,Muslim,16
63,Maharajganj,GEN,OMPRAKASH CHATURVEDI,M,GEN,63,IND,4479,9,Hindu,46
63,Maharajganj,GEN,LAL BIHARI,M,GEN,42,IND,4064,10,Hindu,7
63,Maharajganj,GEN,SHYAM SUNDER DAS CHAURASIA,M,GEN,28,IND,3965,11,Hindu,45
63,Maharajganj,GEN,CHAUDHARY SANJAY SINGH PATEL,M,GEN,29,IND,3886,12,Hindu,52
63,Maharajganj,GEN,SATYA NARAYAN URF SATNARAYAN,M,GEN,58,BEP,3539,13,Hindu,22
63,Maharajganj,GEN,DILIP KUMAR,M,SC,28,IND,2918,14,Hindu,46
63,Maharajganj,GEN,RAM NIVAS,M,GEN,37,IND,2149,15,Hindu,6
64,Gorakhpur,GEN,ADITYANATH,M,GEN,36,BJP,403156,1,Unknown,0
64,Gorakhpur,GEN,VINAY SHANKAR TIWARI,M,GEN,41,BSP,182885,2,Hindu,21
64,Gorakhpur,GEN,MANOJ TIWARI MRIDUL,M,GEN,39,SP,83059,3,Hindu,62
64,Gorakhpur,GEN,LALCHAND NISHAD,M,GEN,67,INC,30262,4,Hindu,62
64,Gorakhpur,GEN,CHHEDILAL,M,GEN,59,IND,8953,5,Unknown,0
64,Gorakhpur,GEN,NIRANJAN PRASAD,M,GEN,35,IND,6519,6,Hindu,46
64,Gorakhpur,GEN,GOVIND,M,SC,43,IND,4829,7,Hindu,66
