PC_NO,PC_NAME,PC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTYABBRE,TOTOVOTPOLL,POSITION,likely_religion,likely_religion_certainty
64,Gorakhpur,GEN,AMAN,M,SC,35,ASP,3007,8,Unknown,0
64,Gorakhpur,GEN,HARISHCHANDRA,M,GEN,42,IND,2944,9,Hindu,66
64,Gorakhpur,GEN,DAYASHANKAR NISHAD,M,GEN,38,AD,2353,10,Hindu,62
64,Gorakhpur,GEN,SRINATH,M,GEN,29,SBSP,2261,11,Unknown,0
64,Gorakhpur,GEN,AWADHESH SINGH,M,GEN,32,IND,2232,12,Hindu,16
64,Gorakhpur,GEN,OMPRAKASH SINGH,M,GEN,43,IND,1879,13,Hindu,46
64,Gorakhpur,GEN,MANOJ TIWARI,M,GEN,30,IND,1802,14,Hindu,46
64,Gorakhpur,GEN,RAJESH SAHANI,M,GEN,44,CPI(ML)(L),1454,15,Hindu,83
64,Gorakhpur,GEN,DR. BRIJESH MANI TRIPATHI,M,GEN,44,IND,1447,16,Hindu,9
64,Gorakhpur,GEN,AJAY KUMAR,M,GEN,40,IND,1335,17,Hindu,46
64,Gorakhpur,GEN,NEERAJ YADAV,M,GEN,31,IND,1188,18,Hindu,46
64,Gorakhpur,GEN,RAJBAHADUR,M,GEN,28,IJP,1186,19,Unknown,0
64,Gorakhpur,GEN,JOKHAN PRASAD,M,GEN,46,EKSP,1066,20,Hindu,16
64,Gorakhpur,GEN,RAJMANI,M,GEN,46,BEP,1054,21,Unknown,0
64,Gorakhpur,GEN,RAMHIT NISHAD,M,GEN,53,IND,842,22,Hindu,66
64,Gorakhpur,GEN,RAJAN YADAV M.B.A.,M,GEN,31,IND,836,23,Hindu,22
64,Gorakhpur,GEN,RAKESH KUMAR,M,GEN,38,IND,811,24,Hindu,46
64,Gorakhpur,GEN,VINOD SHUKLA,M,GEN,29,IND,689,25,Hindu,46
64,Gorakhpur,GEN,LAL BAHADUR,M,GEN,68,IND,568,26,Parsi,8
65,Kushi Nagar,GEN,KU. RATANJEET PRATAP NARAYAN SINGH,M,GEN,45,INC,223954,1,Hindu,29
65,Kushi Nagar,GEN,SWAMI PRASAD MAURYA,M,GEN,54,BSP,202860,2,Hindu,50
65,Kushi Nagar,GEN,VIJAY DUBEY,M,GEN,41,BJP,162189,3,Hindu,46
65,Kushi Nagar,GEN,BRAMHA SHANKER TRIPATHI,M,GEN,56,SP,55223,4,Jain,33
65,Kushi Nagar,GEN,KISHOR KUMAR,M,GEN,40,IPP,18726,5,Hindu,46
65,Kushi Nagar,GEN,JANGI,M,GEN,55,SBSP,13534,6,Parsi,66
65,Kushi Nagar,GEN,DAROGA,M,GEN,37,IND,10687,7,Unknown,0
65,Kushi Nagar,GEN,JAI GOVIND,M,GEN,35,IND,7628,8,Hindu,24
65,Kushi Nagar,GEN,RAM BRIKSH,M,GEN,54,IND,5955,9,Hindu,6
65,Kushi Nagar,GEN,JAGDISH,M,GEN,57,IND,5592,10,Hindu,66
65,Kushi Nagar,GEN,AMEERUDDIN,M,GEN,31,IND,5147,11,Unknown,0
65,Kushi Nagar,GEN,ANIL,M,GEN,43,RPI(A),4378,12,Hindu,23
65,Kushi Nagar,GEN,RAMESH,M,GEN,35,IND,3141,13,Unknown,0
65,Kushi Nagar,GEN,MATIULLAH,M,GEN,43,NLHP,2879,14,Unknown,0
65,Kushi Nagar,GEN,MADAN LAL,M,GEN,46,MADP,2483,15,Hindu,22
65,Kushi Nagar,GEN,BABU LAL,M,GEN,40,BRPP,2440,16,Hindu,16
65,Kushi Nagar,GEN,K KUMAR,M,GEN,56,PRBD,2204,17,Hindu,16
65,Kushi Nagar,GEN,DHEERAJ SHEKHAR SHRIWASTAWA,M,GEN,49,RALOP,2021,18,Hindu,66
66,Deoria,GEN,GORAKH PRASAD JAISWAL,M,GEN,72,BSP,219889,1,Hindu,50
66,Deoria,GEN,SHRI PRAKASH MANI TRIPATHI,M,GEN,64,BJP,178110,2,Hindu,16
66,Deoria,GEN,MOHAN SINGH,M,GEN,58,SP,151389,3,Hindu,5
66,Deoria,GEN,BALESHWAR YADAV,M,GEN,55,INC,91488,4,Hindu,16
66,Deoria,GEN,SAFAYAT ALI,M,GEN,51,PECP,28841,5,Muslim,16
66,Deoria,GEN,VIJAY  JUAATHA,M,GEN,42,IND,14368,6,Hindu,83
66,Deoria,GEN,DHARMENDRA KUMAR,M,SC,33,SBSP,7992,7,Hindu,5
66,Deoria,GEN,MOTI LAL KUSHWAHA SHASTRI,M,GEN,59,RSMD,6846,8,Hindu,12
66,Deoria,GEN,GANGA PRASAD KUSHWAHA,M,GEN,70,PRBD,5293,9,Hindu,50
66,Deoria,GEN,SARITA,F,SC,27,ASP,4882,10,Hindu,66
66,Deoria,GEN,RAM KISHOR YADAV ALIAS VIDHAYAK,M,GEN,51,IND,3749,11,Hindu,29
66,Deoria,GEN,JAGDISH KUMAR VERMA,M,GEN,36,LPSP,2676,12,Hindu,50
67,Bansgaon,SC,KAMLESH PASWAN,M,SC,33,BJP,223011,1,Hindu,83
67,Bansgaon,SC,SHREE NATH JI,M,SC,58,BSP,170224,2,Hindu,35
67,Bansgaon,SC,SHARADA DEVI,F,SC,59,SP,113170,3,Hindu,11
67,Bansgaon,SC,MAHA BEER PRASAD,M,SC,66,INC,76432,4,Hindu,5
67,Bansgaon,SC,RAMA SHANKER,M,SC,37,PECP,17792,5,Hindu,6
67,Bansgaon,SC,VINAI KUMAR,M,SC,33,IND,12189,6,Hindu,16
67,Bansgaon,SC,MANOJ KUMAR,M,SC,29,IND,5481,7,Hindu,46
67,Bansgaon,SC,RAM PRAVESH PRASAD,M,SC,37,EKSP,5308,8,Hindu,8
67,Bansgaon,SC,KU. KUNJAWATI,F,SC,36,IND,4633,9,Unknown,0
67,Bansgaon,SC,RAMA PASWAN,M,SC,33,IND,4370,10,Hindu,6
67,Bansgaon,SC,CHANDRIKA,M,SC,29,RJPK,4333,11,Hindu,66
67,Bansgaon,SC,RAMKAWAL,M,SC,56,IND,3877,12,Unknown,0
67,Bansgaon,SC,RAMSAKAL,M,SC,32,IND,3393,13,Unknown,0
67,Bansgaon,SC,HARILAL,M,SC,32,BUM,3011,14,Hindu,66
67,Bansgaon,SC,RADHEYSHYAM,M,SC,35,IND,2003,15,Unknown,0
68,Lalganj,SC,DR. BALIRAM,M,SC,56,BSP,207998,1,Unknown,0
68,Lalganj,SC,NEELAM SONKAR,F,SC,33,BJP,168050,2,Hindu,83
68,Lalganj,SC,DAROGA PRASAD SAROJ,M,SC,60,SP,147182,3,Hindu,62
68,Lalganj,SC,CHANDRA RAM ALIAS CHANDU SAROJ,M,SC,36,IND,87777,4,Hindu,35
68,Lalganj,SC,RAM DAYAL ALIAS MOHAN,M,SC,32,SBSP,13915,5,Hindu,11
68,Lalganj,SC,HAREE PRASAD SONKER,M,SC,50,CPI,12957,6,Hindu,83
68,Lalganj,SC,SUKHNAYAN,M,SC,29,IND,9001,7,Unknown,0
68,Lalganj,SC,DHARMRAJ,M,SC,55,IND,3499,8,Unknown,0
68,Lalganj,SC,MANBHAWAN,M,SC,32,BRPP,3203,9,Unknown,0
68,Lalganj,SC,ACHCHHELAL,M,SC,42,IND,2489,10,Unknown,0
68,Lalganj,SC,URMILA DEVI,F,SC,27,IND,2408,11,Hindu,4
69,Azamgarh,GEN,RAMAKANT YADAV,M,GEN,49,BJP,247648,1,Hindu,46
69,Azamgarh,GEN,AKBAR AHMAD DUMPY,M,GEN,57,BSP,198609,2,Muslim,66
69,Azamgarh,GEN,DURGA PRASAD YADAV,M,GEN,56,SP,123844,3,Hindu,50
69,Azamgarh,GEN,DR. JAVED AKHTAR,M,GEN,54,IND,59270,4,Muslim,46
69,Azamgarh,GEN,SANTOSH KUMAR SINGH,M,GEN,49,INC,31159,5,Hindu,50
69,Azamgarh,GEN,DAAN BAHADUR YADAV,M,GEN,54,IND,10536,6,Unknown,0
69,Azamgarh,GEN,ARUN KUMAR SINGH,M,GEN,63,CPM,7088,7,Hindu,50
69,Azamgarh,GEN,RAM SINGH,M,GEN,35,IND,5453,8,Hindu,8
69,Azamgarh,GEN,VINOD,M,GEN,33,JPS,4168,9,Hindu,66
69,Azamgarh,GEN,JAI JAI RAM PRAJAPATI,M,GEN,36,LPSP,3825,10,Hindu,5
69,Azamgarh,GEN,YADUNATH,M,GEN,31,IND,3220,11,Hindu,66
69,Azamgarh,GEN,RAM BHAROS,M,GEN,34,BUM,2988,12,Hindu,6
69,Azamgarh,GEN,KEDAR NATH GIRI,M,GEN,49,IND,2239,13,Hindu,46
69,Azamgarh,GEN,RAM UJAGIR,M,GEN,45,IND,1834,14,Hindu,6
69,Azamgarh,GEN,KHAIRUL BASHAR,M,GEN,56,IND,1544,15,Unknown,0
69,Azamgarh,GEN,USMANA FARUQEE,F,GEN,27,IND,1438,16,Unknown,0
70,Ghosi,GEN,DARA SINGH CHAUHAN,M,GEN,50,BSP,220695,1,Hindu,11
70,Ghosi,GEN,ARSHAD JAMAL ANSARI,M,GEN,43,SP,159750,2,Muslim,21
70,Ghosi,GEN,SUDHA RAI,F,GEN,54,INC,150242,3,Hindu,16
70,Ghosi,GEN,RAM IQBAL,M,GEN,49,BJP,95340,4,Hindu,4
70,Ghosi,GEN,RAMESH ALIAS RAJU SINGH,M,GEN,41,SBSP,58577,5,Hindu,3
70,Ghosi,GEN,ATUL KUMAR SINGH ANJAN,M,GEN,55,CPI,21947,6,Hindu,60
70,Ghosi,GEN,KAILASH YADAV,M,GEN,46,PECP,15877,7,Hindu,46
70,Ghosi,GEN,AKHILESH,M,GEN,43,JPS,14945,8,Hindu,66
70,Ghosi,GEN,PALAKDHARI,M,SC,41,IND,8173,9,Unknown,0
70,Ghosi,GEN,HARISH CHANDRA,M,SC,62,RJPK,5152,10,Hindu,19
70,Ghosi,GEN,SUJIT KUMAR,M,GEN,34,IND,5136,11,Hindu,25
70,Ghosi,GEN,RAKESH,M,GEN,34,IND,2542,12,Hindu,66
70,Ghosi,GEN,ZAKIR HUSSAIN,M,GEN,45,IND,2180,13,Muslim,46
70,Ghosi,GEN,RAM BADAN KAUL,M,SC,60,BSA,2051,14,Hindu,6
70,Ghosi,GEN,LALJI RAJBHAR,M,GEN,44,BSD,1648,15,Unknown,0
70,Ghosi,GEN,ASHOK KUMAR,M,ST,27,IND,1610,16,Hindu,46
71,Salempur,GEN,RAMASHANKAR RAJBHAR,M,GEN,48,BSP,175088,1,Unknown,0
71,Salempur,GEN,DR. BHOLA PANDEY,M,GEN,55,INC,156783,2,Hindu,16
71,Salempur,GEN,HARIKEWAL,M,GEN,71,SP,135414,3,Unknown,0
,Unknown,0
71,Salempur,GEN,FATE BAHADUR,M,GEN,35,SBSP,16240,5,Unknown,0
71,Salempur,GEN,IZHAR,M,GEN,48,PECP,10958,6,Muslim,66
71,Salempur,GEN,PARASURAM,M,GEN,56,IND,6983,7,Unknown,0
71,Salempur,GEN,RAMDAYAL,M,GEN,57,JPS,5223,8,Unknown,0
71,Salempur,GEN,SRIRAM,M,GEN,50,CPI(ML)(L),4068,9,Hindu,66
71,Salempur,GEN,FULENDRA,M,GEN,40,IND,4025,10,Unknown,0
71,Salempur,GEN,RAMCHARAN,M,GEN,72,PDF,3502,11,Unknown,0
71,Salempur,GEN,SANJAY,M,GEN,36,IND,3335,12,Hindu,66
71,Salempur,GEN,ZUBAIR,M,GEN,39,NELU,3159,13,Muslim,66
71,Salempur,GEN,AMEER,M,GEN,53,IND,2896,14,Muslim,66
71,Salempur,GEN,JANG BAHADUR,M,GEN,50,BSD,2803,15,Unknown,0
71,Salempur,GEN,MAN JI,M,SC,50,IND,2498,16,Hindu,4
71,Salempur,GEN,RAMASHRAY CHAUHAN,M,GEN,55,MOP,2285,17,Hindu,46
71,Salempur,GEN,HARISHCHAND,M,GEN,48,EKSP,1949,18,Unknown,0
71,Salempur,GEN,RAMNAWAMI YADAV,M,GEN,37,SWJP,1697,19,Hindu,16
71,Salempur,GEN,MAHESH,M,GEN,70,IND,1569,20,Hindu,66
71,Salempur,GEN,SARVDAMAN,M,GEN,26,IND,1502,21,Unknown,0
71,Salempur,GEN,RAJENDRA ALIAS RAJAN,M,GEN,33,IND,1391,22,Hindu,6
71,Salempur,GEN,SATISH,M,GEN,37,IND,1235,23,Hindu,66
71,Salempur,GEN,SHAILENDRA,M,GEN,36,IND,835,24,Hindu,66
71,Salempur,GEN,VINDHACHAL,M,SC,44,IND,672,25,Unknown,0
72,Ballia,GEN,NEERAJ SHEKHAR,M,GEN,40,SP,276649,1,Hindu,62
72,Ballia,GEN,SANGRAM SINGH YADAV,M,GEN,48,BSP,204094,2,Hindu,49
72,Ballia,GEN,MANOJ SINHA,M,GEN,50,BJP,137740,3,Hindu,46
72,Ballia,GEN,RAMSAKAL,M,GEN,48,SBSP,25865,4,Unknown,0
72,Ballia,GEN,ANANT,M,GEN,36,IND,7036,5,Unknown,0
72,Ballia,GEN,HARIHAR,M,GEN,73,IND,5804,6,Unknown,0
72,Ballia,GEN,ARVIND KUMAR GOND,M,ST,30,GGP,4738,7,Hindu,66
72,Ballia,GEN,KANHAIYA PRAJAPATI,M,GEN,44,RSMD,2773,8,Hindu,46
72,Ballia,GEN,SHESHNATH,M,SC,40,IND,2462,9,Unknown,0
72,Ballia,GEN,RAJESH,M,GEN,40,JPS,2364,10,Hindu,66
72,Ballia,GEN,SHANKER RAM RAWAT,M,SC,43,IND,2050,11,Hindu,8
72,Ballia,GEN,RAMJI,M,SC,49,IND,1432,12,Unknown,0
72,Ballia,GEN,LALBABU,M,SC,36,IND,1348,13,Unknown,0
72,Ballia,GEN,GANGADYAL,M,SC,48,IND,1181,14,Unknown,0
72,Ballia,GEN,NARAYAN RAJBHAR,M,GEN,32,BSD,1114,15,Hindu,83
72,Ballia,GEN,DIWAKAR,M,GEN,38,IND,1079,16,Unknown,0
73,Jaunpur,GEN,DHANANJAY SINGH,M,GEN,33,BSP,302618,1,Hindu,46
73,Jaunpur,GEN,PARAS NATH YADAVA,M,GEN,54,SP,222267,2,Hindu,83
73,Jaunpur,GEN,SEEMA,F,GEN,37,BJP,143377,3,Unknown,0
73,Jaunpur,GEN,TASLEEM AHMED REHMANI,M,GEN,45,IND,51278,4,Muslim,66
73,Jaunpur,GEN,AJAY KASYAP - GUDDU,M,GEN,26,IND,10902,5,Hindu,62
73,Jaunpur,GEN,RAJESH S/O RAMESHCHANDRA,M,GEN,30,AD,6931,6,Hindu,83
73,Jaunpur,GEN,RAJESH S/O RAMYAGYA,M,GEN,32,EKSP,6872,7,Hindu,83
73,Jaunpur,GEN,JAGDISH CHANDRA ASTHANA,M,GEN,62,IND,4862,8,Hindu,50
73,Jaunpur,GEN,ACHHEYLAL NISHAD,M,GEN,61,NELU,3219,9,Hindu,66
73,Jaunpur,GEN,RAJKISHUN,M,GEN,26,RSBP,2396,10,Unknown,0
73,Jaunpur,GEN,RAVI SHANKAR,M,GEN,38,LJP,2172,11,Hindu,32
73,Jaunpur,GEN,SHEETALA PRASAD,M,GEN,51,RSP,2116,12,Hindu,16
73,Jaunpur,GEN,BAHADUR SONKAR,M,SC,48,IJP,1461,13,Unknown,0
73,Jaunpur,GEN,RAMCHANDAR,M,GEN,52,RASD,1218,14,Unknown,0
73,Jaunpur,GEN,GEETA SINGH,F,GEN,46,RDMP,1173,15,Hindu,16
73,Jaunpur,GEN,GIRAJA SHANKAR YADAVA,M,GEN,49,GGP,1048,16,Hindu,83
74,Machhlishahr,SC,TUFANI SAROJ,M,SC,48,SP,223152,1,Hindu,66
74,Machhlishahr,SC,KAMLA KANT GAUTAM (K.K. GAUTAM),M,SC,66,BSP,198846,2,Hindu,41
74,Machhlishahr,SC,VIDYASAGAR SONKER,M,SC,48,BJP,146031,3,Unknown,0
74,Machhlishahr,SC,RAM CHARITRA,M,SC,41,AD,56064,4,Hindu,29
74,Machhlishahr,SC,RAJ BAHADUR,M,SC,66,INC,33280,5,Unknown,0
74,Machhlishahr,SC,RAM DAWAR GAUTAM,M,SC,41,IND,16444,6,Hindu,16
74,Machhlishahr,SC,SOHAN,M,SC,46,IND,10438,7,Hindu,66
74,Machhlishahr,SC,SHYAM BIHARI KANNAUJIYA,M,SC,39,IND,8113,8,Hindu,83
74,Machhlishahr,SC,SHEOMURAT RAM,M,SC,71,GGP,5996,9,Hindu,5
74,Machhlishahr,SC,VIJAYEE RAM,M,SC,38,ASP,4138,10,Hindu,5
74,Machhlishahr,SC,KRISHNA SEWAK SONKER,M,SC,48,JPS,3778,11,Hindu,83
74,Machhlishahr,SC,VINOD KUMAR,M,SC,40,IND,3739,12,Hindu,46
74,Machhlishahr,SC,BALJIT,M,SC,59,IND,2187,13,Unknown,0
74,Machhlishahr,SC,SUKHRAJ DINKAR,M,SC,51,RSBP,1997,14,Hindu,21
74,Machhlishahr,SC,SUSHMA,F,SC,29,RAD,1791,15,Hindu,66
74,Machhlishahr,SC,DINESH KUMAR,M,SC,31,IND,1767,16,Hindu,46
75,Ghazipur,GEN,RADHEY MOHAN SINGH,M,GEN,43,SP,379233,1,Hindu,21
75,Ghazipur,GEN,AFZAL ANSARI,M,GEN,55,BSP,309924,2,Muslim,46
75,Ghazipur,GEN,PRABHUNATH,M,GEN,48,BJP,21679,3,Unknown,0
75,Ghazipur,GEN,ANIL,M,SC,32,IND,10048,4,Hindu,23
75,Ghazipur,GEN,SHYAM NARAYAN,M,GEN,54,RASD,9895,5,Hindu,62
75,Ghazipur,GEN,SURAJ RAM BAGI,M,GEN,52,CPI,8039,6,Hindu,22
75,Ghazipur,GEN,RAJESH,M,SC,37,IND,7566,7,Hindu,66
75,Ghazipur,GEN,SURENDRA,M,GEN,43,JPS,6999,8,Unknown,0
75,Ghazipur,GEN,ISHWARI PRASAD KUSHAWAHA,M,GEN,48,CPI(ML)(L),5852,9,Hindu,66
75,Ghazipur,GEN,ASHOK (DR.ASHOK KUMAR SRIVASTAVA),M,GEN,54,IND,3967,10,Hindu,66
75,Ghazipur,GEN,BRAJENDRA NATH URF BIJENDRA,M,GEN,66,IND,2812,11,Hindu,83
75,Ghazipur,GEN,DINESH,M,GEN,42,RSMD,1186,12,Hindu,66
75,Ghazipur,GEN,SARAJU,M,GEN,67,LD,1137,13,Unknown,0
75,Ghazipur,GEN,SATISH SHANKAR JAISAWAL,M,GEN,28,NLHP,1069,14,Hindu,66
75,Ghazipur,GEN,NANDLAL,M,SC,67,ASP,1028,15,Hindu,66
76,Chandauli,GEN,RAMKISHUN,M,GEN,49,SP,180114,1,Unknown,0
76,Chandauli,GEN,KAILASH NATH SINGH YADAV,M,GEN,46,BSP,179655,2,Hindu,52
76,Chandauli,GEN,SHAILENDRA KUMAR,M,GEN,40,INC,97377,3,Hindu,46
76,Chandauli,GEN,TULASI,M,GEN,42,SBSP,79676,4,Hindu,66
76,Chandauli,GEN,JAWAHAR LAL JAISAWAL,M,GEN,51,BJP,76096,5,Hindu,15
76,Chandauli,GEN,JAWAHIR,M,GEN,48,PMSP,21633,6,Muslim,66
76,Chandauli,GEN,MUNNI LAL,M,GEN,66,IND,8643,7,Hindu,16
76,Chandauli,GEN,SURAFARAJ AHMAD,M,GEN,29,IND,4410,8,Hindu,2
76,Chandauli,GEN,JOKHU,M,GEN,45,PDFO,3673,9,Unknown,0
76,Chandauli,GEN,SURENDRA PRATAP,M,GEN,36,JBSP,3366,10,Hindu,19
76,Chandauli,GEN,HARI LAL,M,SC,52,IND,3143,11,Hindu,3
76,Chandauli,GEN,CHANDRASHEKHAR,M,SC,34,RPI,2699,12,Hindu,40
76,Chandauli,GEN,DEVAROO,M,SC,40,IND,2108,13,Unknown,0
76,Chandauli,GEN,LALLAN,M,SC,49,IJP,1934,14,Unknown,0
76,Chandauli,GEN,RAMSEWAK YADAV,M,GEN,46,RLP,1866,15,Hindu,16
76,Chandauli,GEN,RAMAWATAR SHARMA ADVOCATE,M,GEN,38,MADP,1764,16,Unknown,0
76,Chandauli,GEN,RAJNATH,M,SC,35,BRPP,1693,17,Hindu,66
76,Chandauli,GEN,RAJESH SINGH,M,GEN,27,KKJHS,1041,18,Hindu,46
77,Varanasi,GEN,DR. MURLI MANOHAR JOSHI,M,GEN,73,BJP,203122,1,Hindu,50
77,Varanasi,GEN,MUKHTAR ANSARI,M,GEN,49,BSP,185911,2,Muslim,46
77,Varanasi,GEN,AJAY RAI,M,GEN,36,SP,123874,3,Hindu,46
77,Varanasi,GEN,DR. RAJESH KUMAR MISHRA,M,GEN,48,INC,66386,4,Hindu,50
77,Varanasi,GEN,VIJAY PRAKASH JAISWAL,M,GEN,43,AD,65912,5,Hindu,21
77,Varanasi,GEN,SATYA PRAKASH SRIVASTAVA,M,GEN,37,IND,5279,6,Hindu,14
77,Varanasi,GEN,NARENDRA NATH DUBEY ADIG,M,GEN,36,IND,2826,7,Hindu,83
77,Varanasi,GEN,RAJESH BHARTI,M,SC,33,IND,2116,8,Hindu,46
77,Varanasi,GEN,PUSHP RAJ SAHU,M,GEN,47,IND,1830,9,Hindu,21
77,Varanasi,GEN,KISHUN LAL,M,SC,59,IJP,1627,10,Hindu,16
77,Varanasi,GEN,AWADHESH KUMAR KUSHWAHA,M,GEN,43,RSMD,1607,11,Hindu,46
77,Varanasi,GEN,ER. SHYAM LAL VISHWAKARMA,M,GEN,61,MADP,1582,12,Hindu,24
77,Varanasi,GEN,ANAND KUMAR AMBASTHA,M,GEN,36,IND,1454,13,Hindu,26
77,Varanasi,GEN,PARVEZ QUADIR KHAN,M,GEN,38,IND,1243,14,Parsi,33
77,Varanasi,GEN,USHA SINGH,F,GEN,45,RAD,721,15,Hindu,46
78,Bhadohi,GEN,GORAKHNATH,M,GEN,56,BSP,195808,1,Hindu,66
78,Bhadohi,GEN,CHHOTELAL BIND,M,GEN,53,SP,182845,2,Unknown,0
78,Bhadohi,GEN,SURYMANI TIWARI,M,GEN,60,INC,93351,3,Hindu,16
78,Bhadohi,GEN,RAMRATEE BIND,M,GEN,74,AD,83944,4,Unknown,0
78,Bhadohi,GEN,DR. MAHENDRA NATH PANDEY,M,GEN,52,BJP,57672,5,Hindu,46
78,Bhadohi,GEN,TEJ BAHADUR YADAV ADVOCATE,M,GEN,56,IND,14224,6,Hindu,16
78,Bhadohi,GEN,DR. AKHILESH KUMAR DWIVEDI,M,GEN,41,NCP,8804,7,Hindu,50
78,Bhadohi,GEN,SHAHID,M,GEN,42,PMSP,5615,8,Muslim,6
78,Bhadohi,GEN,GAURISHANKAR,M,SC,38,IND,3734,9,Hindu,66
78,Bhadohi,GEN,NANDLAL,M,GEN,56,VP,3642,10,Hindu,66
78,Bhadohi,GEN,JEETENDRA,M,GEN,30,IND,3524,11,Unknown,0
78,Bhadohi,GEN,JAJ LAL,M,GEN,47,RKSP,3362,12,Hindu,16
78,Bhadohi,GEN,THAKUR SANTOSH KUMAR,M,GEN,27,RDMP,2160,13,Hindu,21
79,Mirzapur,GEN,BAL KUMAR PATEL,M,GEN,48,SP,218898,1,Hindu,46
79,Mirzapur,GEN,ANIL KUMAR MAURYA,M,GEN,37,BSP,199216,2,Hindu,33
79,Mirzapur,GEN,ANURAG SINGH,M,GEN,42,BJP,139686,3,Hindu,46
79,Mirzapur,GEN,RAMESH DUBEY,M,GEN,66,INC,56185,4,Hindu,5
79,Mirzapur,GEN,PREM CHAND,M,GEN,45,PMSP,26995,5,Hindu,5
79,Mirzapur,GEN,JAGDISH,M,GEN,49,AD,19086,6,Hindu,66
79,Mirzapur,GEN,TRILOK NATH VERMA,M,GEN,61,IJP,12835,7,Hindu,46
79,Mirzapur,GEN,ANOOP KUMAR,M,GEN,34,IND,9127,8,Hindu,8
79,Mirzapur,GEN,SHYAM LAL,M,GEN,41,EKSP,6944,9,Hindu,46
79,Mirzapur,GEN,HANS KUMAR,M,GEN,37,IND,6485,10,Hindu,46
79,Mirzapur,GEN,SHANKAR,M,SC,38,CPI(ML)(L),5895,11,Hindu,66
79,Mirzapur,GEN,MOHD. SAGIR,M,GEN,41,NLP,5371,12,Unknown,0
79,Mirzapur,GEN,KRISHNA CHAND SHUKLA,M,GEN,40,IND,2658,13,Hindu,46
79,Mirzapur,GEN,AJAY SHANKER,M,SC,33,GMS,2441,14,Hindu,83
79,Mirzapur,GEN,KRISHNA CHAND,M,GEN,40,IND,2402,15,Hindu,46
79,Mirzapur,GEN,LALTI DEVI,F,SC,54,VP,2198,16,Hindu,3
79,Mirzapur,GEN,RAM RAJ,M,GEN,37,IND,1797,17,Hindu,8
79,Mirzapur,GEN,RAM GOPAL,M,GEN,53,IND,1776,18,Hindu,29
79,Mirzapur,GEN,MANIK CHAND,M,SC,37,IND,1654,19,Hindu,46
79,Mirzapur,GEN,RADHE SHYAM,M,SC,58,BRPP,1650,20,Hindu,66
79,Mirzapur,GEN,KHELADI,M,SC,58,GGP,1605,21,Unknown,0
79,Mirzapur,GEN,LALJI,M,GEN,48,RAD,1560,22,Unknown,0
79,Mirzapur,GEN,DULARI,F,SC,61,IND,1462,23,Unknown,0
79,Mirzapur,GEN,CHHABEELE,M,GEN,41,IND,1346,24,Unknown,0
79,Mirzapur,GEN,KAILASH,M,SC,48,BSA,1316,25,Hindu,66
79,Mirzapur,GEN,MUNNA LAL,M,GEN,34,IND,1189,26,Hindu,5
79,Mirzapur,GEN,DANGAR,M,SC,52,IND,1078,27,Unknown,0
80,Robertsganj,SC,PAKAURI LAL,M,SC,57,SP,216478,1,Hindu,16
80,Robertsganj,SC,RAM CHANDRA TYAGI,M,SC,54,BSP,166219,2,Hindu,22
80,Robertsganj,SC,RAM SHAKAL,M,SC,47,BJP,104411,3,Hindu,6
80,Robertsganj,SC,RAM ADHAR JOSEPH,M,SC,43,INC,55809,4,Unknown,0
80,Robertsganj,SC,RAMBRIKSHA,M,SC,39,IND,15936,5,Unknown,0
80,Robertsganj,SC,GULAB,M,SC,31,PDFO,9951,6,Unknown,0
80,Robertsganj,SC,CHANDRA SHEKHAR,M,SC,34,JPS,8439,7,Hindu,62
80,Robertsganj,SC,RAMESH KUMAR,M,SC,31,AD,8271,8,Hindu,5
80,Robertsganj,SC,MUNNI DEVI,F,SC,42,RSMD,5445,9,Hindu,3
80,Robertsganj,SC,SHRAWAN KUMAR,M,SC,41,RWS,4358,10,Hindu,16
